# Design random-forest-leaf-neighbors in topology-specific Rosetta feature space
# Topology group index given in protein_groupings_by_uw.v1.metadata.csv: 3 
# Feature space: AlaCount; T1_absq; T1_netq; Tend_absq; Tend_netq; Tminus1_absq; Tminus1_netq; abego_res_profile; abego_res_profile_penalty; avg_all_frags; avg_best_frag; bb; buns_bb_heavy; buns_nonheavy; buns_sc_heavy; buried_minus_exposed; buried_np; buried_np_AFILMVWY; buried_np_AFILMVWY_per_res; buried_np_per_res; buried_over_exposed; chymo_cut_sites; chymo_with_LM_cut_sites; contact_all; contact_core_SASA; contact_core_SCN; contig_not_hp_avg; contig_not_hp_avg_norm; contig_not_hp_internal_max; contig_not_hp_max; degree; dslf_fa13; entropy; exposed_hydrophobics; exposed_np_AFILMVWY; exposed_polars; exposed_total; fa_atr; fa_atr_per_res; fa_dun_dev; fa_dun_rot; fa_dun_semi; fa_elec; fa_intra_atr_xover4; fa_intra_elec; fa_intra_rep_xover4; fa_intra_sol_xover4; fa_rep; fa_rep_per_res; fa_sol; frac_helix; frac_loop; frac_sheet; fxn_exposed_is_np; hbond_bb_sc; hbond_lr_bb; hbond_lr_bb_per_sheet; hbond_sc; hbond_sr_bb; hbond_sr_bb_per_helix; helix_sc; holes; hphob_sc_contacts; hphob_sc_degree; hxl_tors; hydrophobicity; largest_hphob_cluster; lk_ball; lk_ball_bridge; lk_ball_bridge_uncpl; lk_ball_iso; loop_sc; mismatch_probability; n_charged; n_hphob_clusters; n_hydrophobic; n_hydrophobic_noA; n_polar_core; n_res; nearest_chymo_cut_to_Cterm; nearest_chymo_cut_to_Nterm; nearest_chymo_cut_to_term; nearest_tryp_cut_to_Cterm; nearest_tryp_cut_to_Nterm; nearest_tryp_cut_to_term; net_atr_net_sol_per_res; net_atr_per_res; net_sol_per_res; netcharge; nres; nres_helix; nres_loop; nres_sheet; omega; one_core_each; p_aa_pp; pack; percent_core_SASA; percent_core_SCN; pro_close; rama_prepro; ref; res_count_core_SASA; res_count_core_SCN; score_per_res; ss_contributes_core; ss_sc; sum_best_frags; total_score; tryp_cut_sites; two_core_each; worst6frags; worstfrag
# Feature space dimension: 113
# Feature space normalization: mean-0; std-1 normalization
# RF minimum samples per leaf: 20
# RF maximum features per tree: sqrt
# RF boostrap?: False
# RF random state: 93
# Stability score used: stabilityscore_cnn_calibrated
# Number of designs: 4963
# stabilityscore_cnn_calibrated: current best experimental stability score for each design
# stability_pred: prediction of rfr model trained on 4913 designs (on average)
# stability_diff: difference between experimental and predicted stability score
# num_nhbrs: average number of leaf-neighbors across all trees
# num_nhbrs_gt: average number of leaf-neighbors across all trees with stability score greater than the design
# num_nhbrs_lt: average number of leaf-neighbors across all trees with stability score less than the design
# diff: average difference between a design's stability and its leaf-neighbors' stabilities averaged across all trees
# gt_diff: average difference between a design's stability and those leaf-neighbors' whose stabilities are greater than the design's averaged across all trees
# lt_diff: average difference between a design's stability and those leaf-neighbors' whose stabilities are less than the design's averaged across all trees
# abs_diff: average absolute difference between a design's stability and its leaf-neighbors' stabilities averaged across all trees
# max_diff: maximum difference between a design's stability and its leaf-neighbors' stabilities averaged across all trees
# max_gt_diff: maximum difference between a design's stability and the leaf-neighbors' whose stabilities are greater than the design's averaged across all trees
# max_lt_diff: maximum difference between a design's stability and the leaf-neighbors' whose stabilities are less than the design's averaged across all trees
# max_abs_diff: maximum absolute difference between a design's stability and its leaf-neighbors' stabilities averaged across all trees
# leaf_nhbr_k: the design that is the kth most often a leaf-neighbor with its stability and the fraction of trees in which it is a neighbor
# Author: Francis Motta
# Index: N/A
index,dataset,name,topology,group_index,stabilityscore_cnn_calibrated,stability_pred,stability_diff,num_nhbrs,num_nhbrs_gt,num_nhbrs_lt,diff,gt_diff,lt_diff,abs_diff,max_diff,max_gt_diff,max_lt_diff,max_abs_diff,leaf_nhbr_0,leaf_nhbr_1,leaf_nhbr_2,leaf_nhbr_3,leaf_nhbr_4,leaf_nhbr_5,leaf_nhbr_6,leaf_nhbr_7,leaf_nhbr_8,leaf_nhbr_9
4778,Rocklin,EEHEE_rd3_0021,EEHEE,3,1.618994873133724,0.4848724128319979,1.1341224603017261,26.09,0.112,25.978,1.0679083289391533,-0.1286658248045935,1.0722918345823074,1.0691008012255,1.9917760534349787,-0.14435269371707765,1.9917760534349787,1.9917760534349787,"('EEHEE_rd3_1448', 0.8784515768492687, 0.234)","('EEHEE_rd3_0337', 0.8766322809693926, 0.215)","('EEHEE_rd3_1699', 0.4479423167360357, 0.178)","('EEHEE_rd3_0241', 0.6421924276679213, 0.178)","('EEHEE_rd3_0761', 0.7163681661562054, 0.172)","('EEHEE_rd3_0915', 0.5415147352055271, 0.16)","('EEHEE_rd3_1034', 1.0218282936340304, 0.16)","('EEHEE_rd3_0561', 0.9428608996666821, 0.151)","('EEHEE_rd3_0868', 1.1540637123097062, 0.147)","('EEHEE_rd3_1108', 0.7124411904104159, 0.142)"
4100,Rocklin,EEHEE_rd4_0759,EEHEE,3,2.1181663487201208,0.9863320133896194,1.1318343353305014,26.133,0.167,25.966,1.0672867979162424,-0.07036286361743864,1.0741813393503148,1.068184807445647,1.8856037779209873,-0.07036286361743864,1.8856037779209873,1.8856037779209873,"('EEHEE_rd4_0511', 1.1965564718424644, 0.315)","('EEHEE_rd4_0482', 1.2729595502084277, 0.248)","('EEHEE_rd4_0899', 1.0656617944957745, 0.234)","('EEHEE_rd4_0989', 1.1967298865816018, 0.232)","('EEHEE_rd4_0857', 1.0888660636848086, 0.21)","('EEHEE_rd4_0409', 1.2448237412431384, 0.196)","('EEHEE_rd4_0543', 0.7911214152359284, 0.185)","('EEHEE_rd4_0568', 0.8384103663607304, 0.178)","('EEHEE_rd4_0939', 0.7707379120795388, 0.173)","('EEHEE_rd4_0624', 1.0148220984048841, 0.169)"
1675,Rocklin,EEHEE_rd3_1810,EEHEE,3,1.3480966407958082,0.1888432150016774,1.1592534257941307,26.198,0.429,25.769,1.056380476207777,-0.16146854188550974,1.074453027278501,1.0618726477003149,1.8468454587727885,-0.17940232736435963,1.8468454587727885,1.8468454587727885,"('EEHEE_rd3_0074', 0.10735350899096767, 0.171)","('EEHEE_rd3_1651', 0.3596575215543363, 0.116)","('EEHEE_rd3_1038', 1.1254351225674055, 0.108)","('EEHEE_rd3_1817', 1.318484766956926, 0.107)","('EEHEE_rd3_0179', 0.3713487933631229, 0.107)","('EEHEE_rd3_1290', 0.2619422102247137, 0.106)","('EEHEE_rd3_0596', 0.5506210993695567, 0.1)","('EEHEE_rd3_0265', -0.8348865141733813, 0.1)","('EEHEE_rd3_1355', 0.4723625728028011, 0.097)","('EEHEE_rd3_1116', 0.050946832059808086, 0.093)"
337,Rocklin,EEHEE_rd3_1480,EEHEE,3,1.1144938605840833,-0.0541005174890937,1.168594378073177,26.299,0.414,25.885,1.0550989460296316,-0.19312947411123088,1.0729122391593524,1.0611863775161778,1.7053138901536713,-0.22918644269319513,1.7053138901536713,1.7053138901536713,"('EEHEE_rd3_1385', -0.00012446331353552564, 0.163)","('EEHEE_rd3_1085', -0.2903031036792804, 0.154)","('EEHEE_rd3_1500', 1.052177699346496, 0.122)","('EEHEE_rd3_0611', 0.3601900683459297, 0.117)","('EEHEE_rd3_1522', -0.04237780097822818, 0.113)","('EEHEE_rd3_0794', 0.3060146191498486, 0.111)","('EEHEE_rd3_1149', 0.22412496402306464, 0.098)","('EEHEE_rd3_1573', -0.060833551634947663, 0.095)","('EEHEE_rd3_1236', 0.16655813183339754, 0.094)","('EEHEE_rd3_1340', 0.03044350982232193, 0.092)"
2432,Rocklin,EEHEE_rd3_0977,EEHEE,3,1.3435996661821197,0.22224094463728583,1.121358721544834,26.045,0.409,25.636,1.0319219880182935,-0.12396284024157433,1.0474181772373081,1.0359352280141114,1.811264994905436,-0.14574291063685488,1.811264994905436,1.811264994905436,"('EEHEE_rd3_0964', 0.709286710646958, 0.236)","('EEHEE_rd3_0525', 1.1277567440175742, 0.219)","('EEHEE_rd3_1009', 0.6254507525831103, 0.213)","('EEHEE_rd3_0367', 0.552405942358183, 0.197)","('EEHEE_rd3_0591', 0.4583223694652285, 0.173)","('EEHEE_rd3_0313', 0.5187418031083644, 0.172)","('EEHEE_rd3_0781', 0.5018966007992872, 0.162)","('EEHEE_rd3_1123', -0.4340313847468462, 0.151)","('EEHEE_rd3_1798', 0.13669288196179313, 0.148)","('EEHEE_rd3_1669', 1.278831652850382, 0.147)"
1495,Rocklin,EEHEE_rd4_0072,EEHEE,3,2.2589803841380425,1.1693122781358505,1.089668106002192,26.337,0.0,26.337,1.0299667389173683,,1.0299667389173683,1.0299667389173683,1.7782863007556453,,1.7782863007556453,1.7782863007556453,"('EEHEE_rd4_0014', 1.9947163161899912, 0.367)","('EEHEE_rd4_0221', 1.2685198966609617, 0.326)","('EEHEE_rd4_0136', 1.2126312434970512, 0.322)","('EEHEE_rd4_0121', 1.4840208871495792, 0.292)","('EEHEE_rd4_0107', 1.6123249104819473, 0.29)","('EEHEE_rd4_0037', 1.3032902517914788, 0.251)","('EEHEE_rd4_0155', 1.6994372141171965, 0.249)","('EEHEE_rd4_0141', 1.4534973112026794, 0.248)","('EEHEE_rd4_0267', 1.2577702110325264, 0.234)","('EEHEE_rd4_0013', 1.7337889620192732, 0.223)"
2078,Rocklin,EEHEE_rd3_0655,EEHEE,3,1.958466546208352,0.8891942097755888,1.0692723364327632,26.134,0.128,26.006,1.0174953413205536,-0.16265094611801076,1.022104493773574,1.0190622478018692,1.9672599247875846,-0.1801487211289599,1.9672599247875846,1.9672599247875846,"('EEHEE_rd3_1049', 1.5196619741387365, 0.247)","('EEHEE_rd3_0348', 0.6566344005158329, 0.243)","('EEHEE_rd3_0204', 0.9576967240789394, 0.22)","('EEHEE_rd3_1700', 1.2011870916207756, 0.208)","('EEHEE_rd3_1436', 1.1983950177130267, 0.205)","('EEHEE_rd3_0010', 0.9480160214587724, 0.191)","('EEHEE_rd3_0095', 1.514292140664263, 0.172)","('EEHEE_rd4_0149', 1.1712852895467218, 0.152)","('EEHEE_rd3_0055', 0.96464230868727, 0.151)","('EEHEE_rd3_1281', 1.2901031310392863, 0.15)"
3175,Rocklin,EEHEE_rd3_0083,EEHEE,3,1.4542687242540802,0.35385808473103986,1.1004106395230404,26.085,0.325,25.76,1.0019760174423802,-0.14003178534701813,1.0135426696477228,1.0057559593844594,1.8425708999754944,-0.17259539471868915,1.8425708999754944,1.8425708999754944,"('EEHEE_rd3_0468', 0.5527873735781053, 0.186)","('EEHEE_rd3_0323', 0.5691275943506908, 0.161)","('EEHEE_rd3_1365', 0.6417174414741815, 0.158)","('EEHEE_rd3_0009', 0.4169427167654599, 0.156)","('EEHEE_rd3_0306', 0.7738418972748714, 0.119)","('EEHEE_rd3_0596', 0.5506210993695567, 0.119)","('EEHEE_rd3_1570', 0.6988422912660979, 0.111)","('EEHEE_rd3_0687', 1.4019127783987613, 0.11)","('EEHEE_rd3_0886', 0.6438818131791043, 0.109)","('EEHEE_rd3_1355', 0.4723625728028011, 0.105)"
94,Rocklin,EEHEE_rd3_1367,EEHEE,3,1.280566528662002,0.14204432052407706,1.138522208137925,26.007,0.617,25.39,0.9907772149185525,-0.1989430433347729,1.0145718693268906,1.0002467034878164,1.7318432560123547,-0.23732647851658112,1.7318432560123547,1.7318432560123547,"('EEHEE_rd3_0664', -0.10305116870940437, 0.168)","('EEHEE_rd3_0747', 0.3690536011167919, 0.144)","('EEHEE_rd3_0051', 0.9492760885793352, 0.136)","('EEHEE_rd3_0592', 0.8319259772718661, 0.125)","('EEHEE_rd3_0545', 0.1507162585003324, 0.116)","('EEHEE_rd3_1478', 0.03014723110371272, 0.111)","('EEHEE_rd3_0441', 0.005231549187216972, 0.11)","('EEHEE_rd3_1369', -0.4438525131193201, 0.109)","('EEHEE_rd3_0671', -0.0273489913205176, 0.107)","('EEHEE_rd3_0965', 0.0277996238412316, 0.107)"
2623,Rocklin,EEHEE_rd3_0687,EEHEE,3,1.4019127783987613,0.3210923575685788,1.0808204208301824,26.029,0.27,25.759,0.9907170624701255,-0.11234387063006776,1.0010060577073092,0.993117942630958,1.793116211691537,-0.12480172467525223,1.7945750577663664,1.7946891703304713,"('EEHEE_rd3_0277', 0.8233959570559412, 0.292)","('EEHEE_rd3_0097', 0.3732882235467073, 0.198)","('EEHEE_rd3_0711', 1.0651882626291598, 0.198)","('EEHEE_rd3_1663', 0.6191058184184858, 0.19)","('EEHEE_rd3_0313', 0.5187418031083644, 0.187)","('EEHEE_rd3_0523', 1.0908283561862466, 0.179)","('EEHEE_rd3_0296', 1.2311559729329689, 0.177)","('EEHEE_rd3_0596', 0.5506210993695567, 0.176)","('EEHEE_rd3_0107', 1.0855749361993008, 0.174)","('EEHEE_rd3_0320', -0.06416295430093998, 0.166)"
3843,Rocklin,EEHEE_rd3_0271,EEHEE,3,1.4535581276202485,0.3897890179893598,1.0637691096308888,26.137,0.605,25.532,0.9832830010880381,-0.12921332300628216,1.0062199739157356,0.9895998429241135,1.8636430925664567,-0.15809569777316126,1.8636430925664567,1.8636430925664567,"('EEHEE_rd3_0241', 0.6421924276679213, 0.284)","('EEHEE_rd3_0430', 0.6379273767540532, 0.281)","('EEHEE_rd3_0657', 0.7456247239975682, 0.239)","('EEHEE_rd3_0858', -0.32445786573531776, 0.206)","('EEHEE_rd3_1590', 0.6336328930344235, 0.175)","('EEHEE_rd3_0556', 0.4857278940254353, 0.173)","('EEHEE_rd3_0981', -0.03284978068861824, 0.148)","('EEHEE_rd3_1072', 0.6180590228387953, 0.143)","('EEHEE_rd3_0801', 0.7135650718412141, 0.138)","('EEHEE_rd3_0414', 0.4743157594692443, 0.138)"
4466,Rocklin,EEHEE_rd3_1702,EEHEE,3,1.6951015748922842,0.6712318676031317,1.0238697072891525,26.202,0.394,25.808,0.9816572937057378,-0.10795239827934375,0.9966976842702723,0.9851568954285251,2.0066452495955467,-0.12859679320282827,2.0066452495955467,2.0066452495955467,"('EEHEE_rd3_0435', 0.8836685272694316, 0.383)","('EEHEE_rd3_1176', 1.2900595789315097, 0.382)","('EEHEE_rd3_0681', 1.5147432744678322, 0.362)","('EEHEE_rd3_1224', 0.9859119774882108, 0.342)","('EEHEE_rd3_0281', 1.1382940587250772, 0.334)","('EEHEE_rd3_1461', 1.1257514765409404, 0.226)","('EEHEE_rd3_0782', 1.121144934373332, 0.225)","('EEHEE_rd3_1436', 1.1983950177130267, 0.217)","('EEHEE_rd3_0746', 0.8448010347385961, 0.217)","('EEHEE_rd3_1429', -0.6123371161687899, 0.217)"
