# Design random-forest-leaf-neighbors in topology-specific Rosetta feature space
# Topology group index given in protein_groupings_by_uw.v1.metadata.csv: 2 
# Feature space: AlaCount; T1_absq; T1_netq; Tend_absq; Tend_netq; Tminus1_absq; Tminus1_netq; abego_res_profile; abego_res_profile_penalty; avg_all_frags; avg_best_frag; bb; buns_bb_heavy; buns_nonheavy; buns_sc_heavy; buried_minus_exposed; buried_np; buried_np_AFILMVWY; buried_np_AFILMVWY_per_res; buried_np_per_res; buried_over_exposed; chymo_cut_sites; chymo_with_LM_cut_sites; contact_all; contact_core_SASA; contact_core_SCN; contig_not_hp_avg; contig_not_hp_avg_norm; contig_not_hp_internal_max; contig_not_hp_max; degree; dslf_fa13; entropy; exposed_hydrophobics; exposed_np_AFILMVWY; exposed_polars; exposed_total; fa_atr; fa_atr_per_res; fa_dun_dev; fa_dun_rot; fa_dun_semi; fa_elec; fa_intra_atr_xover4; fa_intra_elec; fa_intra_rep_xover4; fa_intra_sol_xover4; fa_rep; fa_rep_per_res; fa_sol; frac_helix; frac_loop; frac_sheet; fxn_exposed_is_np; hbond_bb_sc; hbond_lr_bb; hbond_lr_bb_per_sheet; hbond_sc; hbond_sr_bb; hbond_sr_bb_per_helix; helix_sc; holes; hphob_sc_contacts; hphob_sc_degree; hxl_tors; hydrophobicity; largest_hphob_cluster; lk_ball; lk_ball_bridge; lk_ball_bridge_uncpl; lk_ball_iso; loop_sc; mismatch_probability; n_charged; n_hphob_clusters; n_hydrophobic; n_hydrophobic_noA; n_polar_core; n_res; nearest_chymo_cut_to_Cterm; nearest_chymo_cut_to_Nterm; nearest_chymo_cut_to_term; nearest_tryp_cut_to_Cterm; nearest_tryp_cut_to_Nterm; nearest_tryp_cut_to_term; net_atr_net_sol_per_res; net_atr_per_res; net_sol_per_res; netcharge; nres; nres_helix; nres_loop; nres_sheet; omega; one_core_each; p_aa_pp; pack; percent_core_SASA; percent_core_SCN; pro_close; rama_prepro; ref; res_count_core_SASA; res_count_core_SCN; score_per_res; ss_contributes_core; ss_sc; sum_best_frags; total_score; tryp_cut_sites; two_core_each; worst6frags; worstfrag
# Feature space dimension: 113
# Feature space normalization: mean-0; std-1 normalization
# RF minimum samples per leaf: 20
# RF maximum features per tree: sqrt
# RF boostrap?: False
# RF random state: 93
# Stability score used: stabilityscore_cnn_calibrated
# Number of designs: 2965
# stabilityscore_cnn_calibrated: current best experimental stability score for each design
# stability_pred: prediction of rfr model trained on 2935 designs (on average)
# stability_diff: difference between experimental and predicted stability score
# num_nhbrs: average number of leaf-neighbors across all trees
# num_nhbrs_gt: average number of leaf-neighbors across all trees with stability score greater than the design
# num_nhbrs_lt: average number of leaf-neighbors across all trees with stability score less than the design
# diff: average difference between a design's stability and its leaf-neighbors' stabilities averaged across all trees
# gt_diff: average difference between a design's stability and those leaf-neighbors' whose stabilities are greater than the design's averaged across all trees
# lt_diff: average difference between a design's stability and those leaf-neighbors' whose stabilities are less than the design's averaged across all trees
# abs_diff: average absolute difference between a design's stability and its leaf-neighbors' stabilities averaged across all trees
# max_diff: maximum difference between a design's stability and its leaf-neighbors' stabilities averaged across all trees
# max_gt_diff: maximum difference between a design's stability and the leaf-neighbors' whose stabilities are greater than the design's averaged across all trees
# max_lt_diff: maximum difference between a design's stability and the leaf-neighbors' whose stabilities are less than the design's averaged across all trees
# max_abs_diff: maximum absolute difference between a design's stability and its leaf-neighbors' stabilities averaged across all trees
# leaf_nhbr_k: the design that is the kth most often a leaf-neighbor with its stability and the fraction of trees in which it is a neighbor
# Author: Francis Motta
# Index: N/A
index,dataset,name,topology,group_index,stabilityscore_cnn_calibrated,stability_pred,stability_diff,num_nhbrs,num_nhbrs_gt,num_nhbrs_lt,diff,gt_diff,lt_diff,abs_diff,max_diff,max_gt_diff,max_lt_diff,max_abs_diff,leaf_nhbr_0,leaf_nhbr_1,leaf_nhbr_2,leaf_nhbr_3,leaf_nhbr_4,leaf_nhbr_5,leaf_nhbr_6,leaf_nhbr_7,leaf_nhbr_8,leaf_nhbr_9
1753,Rocklin,EHEE_rd2_0191,EHEE,2,2.199746794209238,0.7164035146073632,1.483343279601875,26.116,0.066,26.05,1.4078061775630746,-0.11832385829315904,1.4111355032970296,1.408409716655831,2.798490646903203,-0.12278076733163329,2.798490646903203,2.798490646903203,"('EHEE_rd2_1186', 0.9690351400273018, 0.336)","('EHEE_rd2_0817', 1.3560694663317812, 0.294)","('EHEE_rd2_0001', 1.1463974586556396, 0.286)","('EHEE_rd2_0069', 1.3398171112550197, 0.238)","('EHEE_rd2_0765', 0.3662396257743809, 0.216)","('EHEE_rd2_0651', 1.005462061573475, 0.213)","('EHEE_rd2_0997', -0.006739938321923351, 0.2)","('EHEE_rd2_0247', 1.6273208090650624, 0.194)","('EHEE_rd2_0558', 0.9147379944845742, 0.192)","('EHEE_rd2_0229', 1.0038367653137954, 0.182)"
2010,Rocklin,EHEE_rd4_0726,EHEE,2,2.440286989825559,1.032567260386812,1.407719729438747,26.188,0.024,26.164,1.3666122474978581,-0.010834777408840238,1.3676584223302783,1.366631419349304,2.4733103210845986,-0.010834777408840238,2.4733103210845986,2.4733103210845986,"('EHEE_rd4_0014', 1.1075494989048111, 0.267)","('EHEE_rd4_0212', 0.4601815940039206, 0.257)","('EHEE_rd4_0861', 1.0063423304786914, 0.219)","('EHEE_rd4_0829', 1.3003360830434645, 0.2)","('EHEE_rd4_0113', 0.9829409055300534, 0.192)","('EHEE_rd4_0136', 1.9731402012059591, 0.186)","('EHEE_rd4_0731', 1.1837898932289057, 0.185)","('EHEE_rd4_0350', 1.237499135997011, 0.179)","('EHEE_rd4_0060', 1.920178253958455, 0.173)","('EHEE_rd4_0758', 1.6668098743988826, 0.172)"
2578,Rocklin,EHEE_rd2_0025,EHEE,2,1.543625246174139,0.06301036582652281,1.4806148803476162,25.587,0.472,25.115,1.3591384565083175,-0.24974079587090423,1.385328216761297,1.3683659028593853,2.4232585687680777,-0.2981021650052912,2.4232585687680777,2.4232585687680777,"('EHEE_rd2_0440', 0.9830548677056709, 0.155)","('EHEE_rd2_0470', 0.14827645444576687, 0.153)","('EHEE_rd2_0166', -0.9543917351706552, 0.138)","('EHEE_rd2_0263', 0.4534348704371395, 0.119)","('EHEE_rd1_0245', 0.4022737294435849, 0.113)","('EHEE_rd2_0239', 0.5904207709668754, 0.11)","('EHEE_rd2_0937', 0.5166075648719844, 0.108)","('EHEE_rd2_0420', 0.2311910930381909, 0.104)","('EHEE_rd2_0159', 0.3164513718255741, 0.098)","('EHEE_rd2_0524', -0.2310032596252032, 0.097)"
170,Rocklin,EHEE_rd2_1263,EHEE,2,1.9819525584056528,0.5396941696259748,1.442258388779678,25.998,0.326,25.672,1.3452766131849105,-0.1838608952141626,1.36147715683454,1.3497562297407422,2.682519280035764,-0.2010108980499401,2.682519280035764,2.682519280035764,"('EHEE_rd2_0247', 1.6273208090650624, 0.194)","('EHEE_rd2_0839', 1.1639844136040085, 0.189)","('EHEE_rd2_0723', 0.9225414435119522, 0.174)","('EHEE_rd2_1044', 1.9137350417180383, 0.172)","('EHEE_rd2_0264', 0.6687506095871658, 0.167)","('EHEE_rd2_0801', 1.8566544634622064, 0.152)","('EHEE_rd2_0651', 1.005462061573475, 0.152)","('EHEE_rd2_0817', 1.3560694663317812, 0.146)","('EHEE_rd2_0191', 2.199746794209238, 0.14)","('EHEE_rd2_0712', 0.62734170315899, 0.136)"
1771,Rocklin,EHEE_rd1_0565,EHEE,2,1.6477634059337418,0.2250493328701428,1.422714073063599,26.117,0.583,25.534,1.3061549136003783,-0.2683205756659596,1.3396414231114055,1.3179203262148769,2.464352742466493,-0.3037544658719716,2.464352742466493,2.464352742466493,"('EHEE_rd2_0085', 0.7283164660455627, 0.29)","('EHEE_rd1_0446', 0.4137340186381695, 0.184)","('EHEE_rd1_0512', 0.1093349159177706, 0.168)","('EHEE_rd1_0109', 0.07100042466129898, 0.16)","('EHEE_rd1_0122', 0.037724355211073236, 0.158)","('EHEE_rd2_0841', -0.00048560803194416796, 0.133)","('EHEE_rd1_0036', -0.02447353277397729, 0.121)","('EHEE_rd1_0882', 2.0011560189853257, 0.12)","('EHEE_rd2_0920', 0.7188191617215183, 0.116)","('EHEE_rd1_0470', 1.5803716249857234, 0.109)"
2518,Rocklin,EHEE_rd1_0284,EHEE,2,1.4165695713013045,-0.0077832394801510265,1.4243528107814554,26.005,0.558,25.447,1.2966606671787286,-0.3283476064953908,1.329151950802372,1.3103581669368964,2.2811509928837204,-0.3719648546799374,2.2811509928837204,2.2811509928837204,"('EHEE_rd1_0407', 1.8446768314207518, 0.26)","('EHEE_rd1_0723', 0.2108567678939352, 0.239)","('EHEE_rd2_0011', -0.2415210802736684, 0.195)","('EHEE_rd2_1106', 0.9920927909173124, 0.156)","('EHEE_rd1_0473', 0.17593122574553485, 0.145)","('EHEE_rd1_0044', -0.20256083369882394, 0.143)","('EHEE_rd1_0705', 0.490732434194469, 0.141)","('EHEE_rd1_0151', -0.3012040657485274, 0.135)","('EHEE_rd1_0293', 0.4357436196930519, 0.132)","('EHEE_rd2_0432', 0.08482167038596193, 0.128)"
1014,Rocklin,EHEE_rd2_1087,EHEE,2,1.60919038251319,0.19820891379937575,1.4109814687138142,26.252,0.552,25.7,1.2807161853509934,-0.2204089960431674,1.3106443099248912,1.289995462289322,2.33367271074244,-0.2526327091493014,2.33367271074244,2.33367271074244,"('EHEE_rd2_0907', 1.5659333963366435, 0.241)","('EHEE_rd2_0093', 0.6044734848994414, 0.228)","('EHEE_rd2_0517', -0.464540860707941, 0.176)","('EHEE_rd2_0975', 0.22265606381951647, 0.16)","('EHEE_rd3_0183', 0.3494467090373464, 0.123)","('EHEE_rd2_0769', 0.2315541624503657, 0.122)","('EHEE_rd2_0920', 0.7188191617215183, 0.121)","('EHEE_rd2_1131', 0.1884494481321409, 0.116)","('EHEE_rd2_1251', 1.1981436752299373, 0.115)","('EHEE_rd2_0167', 0.1794083819791099, 0.115)"
1421,Rocklin,EHEE_rd2_0473,EHEE,2,2.0629384974519267,0.6809810254537555,1.381957471998171,26.274,0.183,26.091,1.278475058095884,-0.20755163005782357,1.2882475922744614,1.2814163973274484,2.6291599761109774,-0.21505710170930564,2.6291599761109774,2.6291599761109774,"('EHEE_rd2_0600', 1.3524030820601172, 0.217)","('EHEE_rd2_0005', 1.9383500968765783, 0.21)","('EHEE_rd2_0880', 1.734920646176193, 0.201)","('EHEE_rd2_0827', 1.6580904017311902, 0.172)","('EHEE_rd2_1173', 0.6296036641789081, 0.164)","('EHEE_rd2_0423', 0.6881162318430977, 0.161)","('EHEE_rd2_0325', 1.0532270210763663, 0.15)","('EHEE_rd2_0925', 0.4587697090885045, 0.148)","('EHEE_rd3_0081', 1.1653928254159691, 0.135)","('EHEE_rd2_0309', 1.6613135654577535, 0.129)"
633,Rocklin,EHEE_rd1_0307,EHEE,2,1.520689021907976,0.1379160566336327,1.3827729652743432,25.697,0.915,24.782,1.2303609210010646,-0.28445850157595926,1.276316232808467,1.2506578278677707,2.325252058738025,-0.3531045567312782,2.325252058738025,2.325252058738025,"('EHEE_rd2_0064', 0.9671101240816724, 0.317)","('EHEE_rd2_0562', 0.7730948399186022, 0.244)","('EHEE_rd1_0407', 1.8446768314207518, 0.196)","('EHEE_rd2_0400', 0.16775309759780302, 0.194)","('EHEE_rd1_0350', 0.9240328177567292, 0.166)","('EHEE_rd2_0406', 0.2859807710350763, 0.141)","('EHEE_rd2_0217', 1.492288406533922, 0.136)","('EHEE_rd2_0857', 0.7677421865277293, 0.133)","('EHEE_rd2_0683', -0.26769013804550623, 0.121)","('EHEE_rd1_0068', -0.23211057316572764, 0.115)"
929,Rocklin,EHEE_rd2_1257,EHEE,2,1.2563037031621336,-0.05581000844228958,1.3121137116044232,26.083,0.449,25.634,1.2213068206768698,-0.23221714609598118,1.2449810666951422,1.2292113141930612,2.2094770594312165,-0.28298788535005226,2.2094770594312165,2.2094770594312165,"('EHEE_rd2_0624', 0.0581590671401467, 0.236)","('EHEE_rd2_0506', -0.045950905012357636, 0.142)","('EHEE_rd2_0470', 0.14827645444576687, 0.11)","('EHEE_rd1_0140', 0.031180961811324636, 0.102)","('EHEE_rd1_0744', 0.01391300410351892, 0.099)","('EHEE_rd2_0345', 0.7283266692725557, 0.099)","('EHEE_rd2_1300', 0.08587507849337052, 0.097)","('EHEE_rd2_0157', 0.6084533890267935, 0.096)","('EHEE_rd2_0189', 0.3389846406967434, 0.096)","('EHEE_rd2_0566', 0.08108899041509916, 0.094)"
1231,Rocklin,EHEE_rd1_0470,EHEE,2,1.5803716249857234,0.2263710820292262,1.3540005429564972,25.776,0.807,24.969,1.218990352240392,-0.2790432556057768,1.2652427075478558,1.2372204972249528,2.3231794686467215,-0.3501610079610198,2.3231794686467215,2.3231794686467215,"('EHEE_rd2_0732', -0.19475794825389128, 0.197)","('EHEE_rd2_0650', 1.1546223472518589, 0.179)","('EHEE_rd2_0075', 0.4635553870355332, 0.156)","('EHEE_rd1_0505', 0.5632360544968824, 0.152)","('EHEE_rd2_0954', 0.21249831951822665, 0.146)","('EHEE_rd1_0840', -0.06334971445390204, 0.144)","('EHEE_rd1_0439', 0.8700004747869363, 0.144)","('EHEE_rd2_0395', 0.6949809548517881, 0.132)","('EHEE_rd2_0907', 1.5659333963366435, 0.131)","('EHEE_rd2_0673', -0.1016763029615231, 0.126)"
1514,Rocklin,EHEE_rd2_0333,EHEE,2,1.4770135751051046,0.11370152839279073,1.3633120467123139,25.763,0.917,24.846,1.215902119870705,-0.3413653980677596,1.2685544625994416,1.2411857464957854,2.3125071131334263,-0.4557404682054564,2.3125071131334263,2.3125071131334263,"('EHEE_rd2_0942', 0.5704735688103627, 0.257)","('EHEE_rd2_0674', 0.9840978388130014, 0.16)","('EHEE_rd2_0065', 1.2558358794023974, 0.139)","('EHEE_rd2_1260', 2.3409228698151567, 0.138)","('EHEE_rd2_0935', 0.6051134221576647, 0.135)","('EHEE_rd2_0211', 0.6477695248463113, 0.13)","('EHEE_rd2_0328', 0.8687569036740669, 0.117)","('EHEE_rd1_0512', 0.1093349159177706, 0.116)","('EHEE_rd3_0222', 0.6386367260861938, 0.114)","('EHEE_rd2_0359', -0.024180569566130683, 0.113)"
1044,Rocklin,EHEE_rd4_0646,EHEE,2,2.47288675859396,1.2076015924013133,1.2652851661926467,26.546,0.0,26.546,1.207258742767978,,1.207258742767978,1.207258742767978,2.3526606415431037,,2.3526606415431037,2.3526606415431037,"('EHEE_rd4_0673', 1.602319694821155, 0.219)","('EHEE_rd4_0662', 1.8704808870116223, 0.204)","('EHEE_rd4_0282', 1.0548653472069895, 0.167)","('EHEE_rd4_0123', 1.0314911766467805, 0.166)","('EHEE_rd4_0677', 1.5473736560969562, 0.146)","('EHEE_rd4_0327', 1.9822598870197377, 0.141)","('EHEE_rd4_0069', 1.4108971029099375, 0.138)","('EHEE_rd4_0846', 1.11299309272025, 0.135)","('EHEE_rd4_0633', 1.6698491801219282, 0.135)","('EHEE_rd4_0651', 1.4369887320206398, 0.134)"
